Date,Month,Store Visits,Marketing_Spend,Discount_Percentage,Competitor_Price_Index,Sales_Revenue
15-04-2024,2024-04,9714,283134,4.3,94.4,1648805
16-04-2024,2024-04,11231,228559,1.1,97.6,1470380
17-04-2024,2024-04,11393,268228,9.2,91.1,1773798
18-04-2024,2024-04,9688,264060,0.7,90.5,1627604
19-04-2024,2024-04,7663,115267,9.8,100.1,1000000
20-04-2024,2024-04,9702,285983,10.7,102.6,1845090
21-04-2024,2024-04,7426,197071,9.8,103.8,1363710
22-04-2024,2024-04,8702,247784,9.8,91.3,1518636
23-04-2024,2024-04,11233,132792,5.6,99.2,1276582
24-04-2024,2024-04,10258,140973,8.9,93.4,1193873
25-04-2024,2024-04,10699,245336,6,94.1,1270820
26-04-2024,2024-04,8434,289332,11.5,99,1242616
27-04-2024,2024-04,10582,212118,6.1,99.9,1764924
28-04-2024,2024-04,9045,280143,3.3,96.9,1336722
29-04-2024,2024-04,7622,105903,11.9,93.3,1000000
30-04-2024,2024-04,10123,162441,6.9,100.3,1113194
01-05-2024,2024-05,11197,225701,10,91.4,1453158
02-05-2024,2024-05,9126,86910,4.5,94.2,1438832
03-05-2024,2024-05,10118,82745,8.9,92.2,1450676
04-05-2024,2024-05,7426,175088,6,93.8,1299916
05-05-2024,2024-05,10286,97506,10.2,92.4,1000000
06-05-2024,2024-05,11240,245804,0.9,91.8,1634030
07-05-2024,2024-05,9543,187663,4.2,92.9,1267851
08-05-2024,2024-05,11098,299095,5.1,90.3,1900000
09-05-2024,2024-05,7482,225662,7.6,101.1,1351606
10-05-2024,2024-05,8949,135909,7.7,100.4,1462487
11-05-2024,2024-05,10095,235865,6.9,91.3,1257623
12-05-2024,2024-05,8950,104338,0.4,90.6,1356140
13-05-2024,2024-05,7828,204533,6.9,93,1070712
14-05-2024,2024-05,10093,287557,11.1,103.7,1299052
15-05-2024,2024-05,8095,117447,4.7,90.5,1395579
16-05-2024,2024-05,9041,222365,8.3,91.2,1633907
17-05-2024,2024-05,8031,154504,2.3,101.4,1000000
18-05-2024,2024-05,9425,229113,5,94.6,1690275
19-05-2024,2024-05,7868,109923,1.5,101.2,1000000
20-05-2024,2024-05,7218,142564,2.4,99.5,1072465
21-05-2024,2024-05,8161,297101,0.5,102.2,1900000
22-05-2024,2024-05,9818,110081,4.9,100.7,1637481
23-05-2024,2024-05,8139,285043,2.1,95.8,1320305
24-05-2024,2024-05,11227,238685,5.1,92.8,1253641
25-05-2024,2024-05,7589,247031,10.3,99.6,1609371
26-05-2024,2024-05,11098,145702,5.2,98.9,1261727
27-05-2024,2024-05,7856,240877,7.5,93.4,1701921
28-05-2024,2024-05,9215,124501,1,94.1,1197368
29-05-2024,2024-05,9203,198325,6,98.2,1166637
30-05-2024,2024-05,8257,268241,7.9,102.4,1609281
31-05-2024,2024-05,7960,239298,0.9,97.8,1679823
01-06-2024,2024-06,7565,212208,2.8,90.9,1337158
02-06-2024,2024-06,10080,128072,7.8,97.1,1721180
03-06-2024,2024-06,10749,134909,10.7,104.2,1409489
04-06-2024,2024-06,7715,95847,11.8,98.1,1000000
05-06-2024,2024-06,7439,168954,6.7,96.2,1511372
06-06-2024,2024-06,10138,143663,5.2,104.1,1658624
07-06-2024,2024-06,8407,190350,11.9,103.3,1264497
08-06-2024,2024-06,11231,135785,8.8,93.4,1757470
09-06-2024,2024-06,7418,80286,3.9,104.1,1322633
10-06-2024,2024-06,8105,182957,11.6,104,1792624
11-06-2024,2024-06,7353,239977,2.2,102.8,1900000
12-06-2024,2024-06,9235,182217,0.8,100,1331953
13-06-2024,2024-06,9268,125896,1.4,102.8,1466932
14-06-2024,2024-06,9747,146272,0.1,96,1633593
15-06-2024,2024-06,7937,280143,6.4,90.9,1198225
16-06-2024,2024-06,9109,163975,6.2,100.9,1783782
17-06-2024,2024-06,9305,187204,6.9,98.2,1486183
18-06-2024,2024-06,8536,166341,3.9,102,1141859
19-06-2024,2024-06,9109,84429,1,91.1,1269997
20-06-2024,2024-06,9400,175606,6.3,99.2,1553851
21-06-2024,2024-06,7747,91959,4.6,101.5,1283548
22-06-2024,2024-06,10854,288839,10.9,94.4,1900000
23-06-2024,2024-06,9332,215802,4.3,104.1,1571738
24-06-2024,2024-06,8462,95036,3.3,100.4,1220534
25-06-2024,2024-06,10856,288593,6.4,90.9,1900000
26-06-2024,2024-06,10012,189388,3.5,103.6,1480342
27-06-2024,2024-06,10536,197785,6.7,101.1,1726338
28-06-2024,2024-06,8743,105882,11.8,98.5,1447722
29-06-2024,2024-06,9716,226370,4.2,93.3,1335036
30-06-2024,2024-06,9098,165799,4.8,94.7,1100447
01-07-2024,2024-07,8379,113889,11.3,100.9,1413596
02-07-2024,2024-07,11484,156144,11.9,102.4,1737405
03-07-2024,2024-07,7662,151517,9.5,90.4,1024623
04-07-2024,2024-07,10471,106192,1.7,101.5,1000000
05-07-2024,2024-07,9765,160703,4.6,101.7,1386241
06-07-2024,2024-07,7768,129042,9.3,94.2,1000000
07-07-2024,2024-07,7807,107926,11.7,100.2,1000000
08-07-2024,2024-07,9269,203390,0.9,93.6,1667281
09-07-2024,2024-07,10697,174361,10.5,99.7,1115798
10-07-2024,2024-07,10416,127901,4.1,90.4,1768946
11-07-2024,2024-07,7599,229576,1.2,91,1438103
12-07-2024,2024-07,8402,263355,7.9,99.2,1900000
13-07-2024,2024-07,7948,266530,9.2,91.3,1137241
14-07-2024,2024-07,8229,181155,11.7,97.3,1261247
15-07-2024,2024-07,9673,259009,7,103.6,1761954
16-07-2024,2024-07,8018,106544,5.9,98,1380701
17-07-2024,2024-07,10290,163931,11.6,90.1,1764826
18-07-2024,2024-07,10538,264067,9.9,97.9,1900000
19-07-2024,2024-07,11250,295404,9.3,92.2,1847826
20-07-2024,2024-07,8169,138922,3.6,104.7,1059702
21-07-2024,2024-07,11344,225614,9.3,98,1900000
22-07-2024,2024-07,9616,279904,4.6,101.6,1887213
23-07-2024,2024-07,9107,99572,11.8,101,1287447
24-07-2024,2024-07,11461,166895,0.1,99.1,1568727
25-07-2024,2024-07,10133,92738,5.2,91.3,1555494
26-07-2024,2024-07,11342,80138,4.2,100.5,1157562
27-07-2024,2024-07,8328,188229,6.1,93.8,1459836
28-07-2024,2024-07,11084,198443,0.2,95.9,1900000
29-07-2024,2024-07,11242,103593,3.3,104.2,1720247
30-07-2024,2024-07,8142,121609,8.5,90.9,1083922
31-07-2024,2024-07,9732,196174,10,96,1482439
01-08-2024,2024-08,10046,134496,2.1,93.7,1782940
02-08-2024,2024-08,8462,247736,1.7,100.5,1900000
03-08-2024,2024-08,10899,108129,3,92.8,1190044
04-08-2024,2024-08,7775,295989,8.5,90.9,1869926
05-08-2024,2024-08,9449,173126,6.8,100.1,1861215
06-08-2024,2024-08,7255,288444,10,92.1,1507674
07-08-2024,2024-08,10563,291690,3.6,91.4,1544026
08-08-2024,2024-08,11216,261361,1.3,96.9,1900000
09-08-2024,2024-08,8878,107824,6.3,96.4,1049259
10-08-2024,2024-08,8043,236855,3.6,94.9,1083293
11-08-2024,2024-08,10483,280195,4.1,99.3,1353780
12-08-2024,2024-08,9451,174005,1.9,92,1188588
13-08-2024,2024-08,8907,297950,9,103.9,1900000
14-08-2024,2024-08,8901,95855,3.7,91.5,1128433
15-08-2024,2024-08,10369,149191,10.1,92.7,1438814
16-08-2024,2024-08,8423,153231,4.8,96.8,1000000
17-08-2024,2024-08,8901,289268,7.5,94.5,1900000
18-08-2024,2024-08,10068,248363,11.2,99,1517393
19-08-2024,2024-08,11172,202989,0.3,99.3,1245681
20-08-2024,2024-08,7682,280645,10.9,91.5,1164120
21-08-2024,2024-08,10787,125214,2.9,92,1000000
22-08-2024,2024-08,11310,164363,5.3,104.5,1900000
23-08-2024,2024-08,9709,285600,9.6,96.9,1900000
24-08-2024,2024-08,8986,114129,2.3,100.5,1556112
25-08-2024,2024-08,10048,161800,2.6,101.2,1675614
26-08-2024,2024-08,9007,132751,3.9,102.1,1000000
27-08-2024,2024-08,8376,284755,8.4,94.5,1693549
28-08-2024,2024-08,7738,156585,0.7,97.9,1323124
29-08-2024,2024-08,9337,104850,7.4,93.4,1534974
30-08-2024,2024-08,10671,126254,6.2,99.7,1218115
31-08-2024,2024-08,10073,290972,11.9,100.5,1900000
01-09-2024,2024-09,11240,164747,7.6,104.5,1900000
02-09-2024,2024-09,8378,227752,1.4,101.1,1427793
03-09-2024,2024-09,9146,271044,10.1,94.4,1832199
04-09-2024,2024-09,10271,123057,1.4,95.7,1000000
05-09-2024,2024-09,9973,132526,7.5,93.3,1511867
06-09-2024,2024-09,7469,257951,7.4,93,1671903
07-09-2024,2024-09,9522,82758,5.2,98.2,1032092
08-09-2024,2024-09,7580,166545,9.6,90.7,1027310
09-09-2024,2024-09,8830,136035,6.5,92.8,1526348
10-09-2024,2024-09,11151,81019,9.4,102,1000000
11-09-2024,2024-09,10536,220979,5.1,103.7,1144133
12-09-2024,2024-09,8708,87523,1.4,93.6,1000000
13-09-2024,2024-09,8113,258456,8.7,99.4,1781752
14-09-2024,2024-09,7858,116014,5.7,91.8,1373357
15-09-2024,2024-09,9695,212660,5.9,96.4,1483330
16-09-2024,2024-09,7394,117255,4,93.1,1218534
17-09-2024,2024-09,11445,252075,6.8,94.6,1332596
18-09-2024,2024-09,9198,202563,6.9,100.9,1405919
19-09-2024,2024-09,10466,159535,11,102.7,1796771
20-09-2024,2024-09,9631,179598,5.9,90.9,1346421
21-09-2024,2024-09,10341,235584,5.2,94.2,1900000
22-09-2024,2024-09,11289,164742,6.3,94.5,1900000
23-09-2024,2024-09,9430,195852,7.3,99.3,1715811
24-09-2024,2024-09,9076,146898,4.2,100.7,1204001
25-09-2024,2024-09,10939,287201,8.1,103.4,1900000
26-09-2024,2024-09,10192,299670,4.4,90.3,1666352
27-09-2024,2024-09,10162,117930,3.1,93.8,1000000
28-09-2024,2024-09,8693,100320,1.4,98.3,1314177
29-09-2024,2024-09,10595,89141,0,90.4,1247025
30-09-2024,2024-09,11222,199791,1.1,104.1,1214980
01-10-2024,2024-10,10829,236236,10.4,99.9,1193032
02-10-2024,2024-10,8680,195817,6.9,95.2,1288190
03-10-2024,2024-10,10372,165519,4.3,98.2,1538573
04-10-2024,2024-10,8876,195003,9.9,97.4,1218467
05-10-2024,2024-10,11219,221734,9,93.3,1900000
06-10-2024,2024-10,9453,161283,2.2,90.6,1221215
07-10-2024,2024-10,10670,268302,2.6,90.1,1465785
08-10-2024,2024-10,9855,243636,9.3,92.6,1311187
09-10-2024,2024-10,9883,125953,6.3,92.4,1714950
10-10-2024,2024-10,10563,113506,7.5,94.9,1341081
11-10-2024,2024-10,7640,265227,6.5,95,1353218
12-10-2024,2024-10,9193,149128,7.6,96.5,1274489
13-10-2024,2024-10,7781,286724,10.7,91.6,1607375
14-10-2024,2024-10,8464,175073,1,101,1611846
15-10-2024,2024-10,9400,227816,5.3,102.2,1109120
16-10-2024,2024-10,9950,258715,3.8,94.5,1265040
17-10-2024,2024-10,11008,118860,3,91.2,1441761
18-10-2024,2024-10,10854,239020,9.2,101.7,1253606
19-10-2024,2024-10,11123,241462,4.6,94.1,1597150
20-10-2024,2024-10,11209,162916,9.3,103.6,1102616
21-10-2024,2024-10,10649,110474,8.9,91.6,1575354
22-10-2024,2024-10,11125,203023,3.6,103.5,1900000
23-10-2024,2024-10,7957,130046,11.4,96.8,1404357
24-10-2024,2024-10,7626,97059,0.5,103.6,1000000
25-10-2024,2024-10,9795,122245,5.7,102.5,1708015
26-10-2024,2024-10,8988,260346,11,90.8,1171505
27-10-2024,2024-10,7417,127116,8.9,102.5,1000000
28-10-2024,2024-10,11319,99372,5.7,92.8,1321479
29-10-2024,2024-10,7290,146296,5.2,104.2,1516963
30-10-2024,2024-10,9882,217555,7.6,92.5,1237508
31-10-2024,2024-10,8491,172068,8.2,93,1541429
01-11-2024,2024-11,10516,224563,11.8,93.8,1777183
02-11-2024,2024-11,9240,204116,3.5,104.3,1294859
03-11-2024,2024-11,10725,255902,1.3,90.8,1512063
04-11-2024,2024-11,9575,94493,5.1,104.8,1005288
05-11-2024,2024-11,9429,293735,4.1,92,1398903
06-11-2024,2024-11,8659,199665,9,98,1520125
07-11-2024,2024-11,8585,255405,3.6,91.4,1430044
08-11-2024,2024-11,7418,170087,6.6,97.5,1496601
09-11-2024,2024-11,11040,137480,11.3,102.5,1778893
10-11-2024,2024-11,8718,243143,8.5,96.3,1112087
11-11-2024,2024-11,10357,243803,8.3,100.5,1900000
12-11-2024,2024-11,8321,287428,6.6,94.1,1205935
13-11-2024,2024-11,8110,193481,10.6,101.5,1846644
14-11-2024,2024-11,11080,97218,5.5,98.6,1000000
15-11-2024,2024-11,7822,239291,9.4,94.1,1900000
16-11-2024,2024-11,11447,153240,0.7,103.2,1601731
17-11-2024,2024-11,8287,108128,11.3,104.5,1000000
18-11-2024,2024-11,8663,149891,7.8,101,1265816
19-11-2024,2024-11,10876,271711,6.4,100.3,1376969
20-11-2024,2024-11,8131,264960,4.5,95,1604622
21-11-2024,2024-11,11175,113098,10.3,97.9,1019807
22-11-2024,2024-11,10878,125630,10.7,96.5,1659884
23-11-2024,2024-11,7605,172687,11.6,92.3,1158320
24-11-2024,2024-11,11073,225312,6.4,100.6,1509330
25-11-2024,2024-11,10309,163583,0.7,93.6,1831972
26-11-2024,2024-11,11405,211181,1.9,100.7,1900000
27-11-2024,2024-11,10380,112665,5.8,98.3,1247498
28-11-2024,2024-11,10756,85957,0.9,90.3,1665738
29-11-2024,2024-11,10934,185733,5.4,99.4,1851433
30-11-2024,2024-11,10677,292898,9.9,96.6,1900000
01-12-2024,2024-12,9990,206179,6.4,98.3,1326812
02-12-2024,2024-12,8510,185559,2.5,101.3,1638199
03-12-2024,2024-12,8894,281960,8.7,94.1,1451107
04-12-2024,2024-12,10074,252222,11.2,103.6,1702238
05-12-2024,2024-12,9364,211807,2.2,102.7,1846321
06-12-2024,2024-12,10355,251297,3.2,96.7,1508856
07-12-2024,2024-12,11209,119500,5.3,102.2,1067098
08-12-2024,2024-12,9715,183470,6.9,104.1,1872702
09-12-2024,2024-12,10217,249832,4.2,100.6,1776641
10-12-2024,2024-12,7475,222679,2.5,96.1,1704470
11-12-2024,2024-12,8629,261825,9.9,102.8,1716289
12-12-2024,2024-12,9346,128195,9.4,96.5,1301635
13-12-2024,2024-12,9430,173771,3.4,101.8,1412807
14-12-2024,2024-12,7458,125274,6.8,92.1,1114528
15-12-2024,2024-12,8918,290438,4.4,102.1,1248884
16-12-2024,2024-12,7519,253888,1.2,93.1,1080398
17-12-2024,2024-12,11327,296798,4.4,91,1615146
18-12-2024,2024-12,9820,258512,8.5,102.7,1399449
19-12-2024,2024-12,8905,299993,5.8,91.7,1483422
20-12-2024,2024-12,9983,176584,9.1,95,1606578
21-12-2024,2024-12,7308,195576,5.2,99.8,1476963
22-12-2024,2024-12,8388,99225,7.9,93.3,1405858
23-12-2024,2024-12,11446,161787,11,95.6,1900000
24-12-2024,2024-12,9533,266696,1.9,91.3,1506719
25-12-2024,2024-12,7484,146822,9.9,103.7,1047967
26-12-2024,2024-12,8663,175275,0,90.2,1151212
27-12-2024,2024-12,8312,101742,3.7,101.6,1000000
28-12-2024,2024-12,10524,244288,2.1,102.1,1573029
29-12-2024,2024-12,8846,220747,5.4,97,1706074
30-12-2024,2024-12,8232,235210,5.1,99.5,1398614
31-12-2024,2024-12,10038,228381,10.8,96.5,1536861
01-01-2025,2025-01,7304,122303,6,101,1349980
02-01-2025,2025-01,10095,238320,5.5,94,1395895
03-01-2025,2025-01,11009,237581,4.8,99.8,1797553
04-01-2025,2025-01,8393,98811,2.5,99.4,1468191
05-01-2025,2025-01,8337,295987,8.4,96.8,1742588
06-01-2025,2025-01,10268,97204,4,95.4,1519073
07-01-2025,2025-01,7363,158760,10.4,103,1000000
08-01-2025,2025-01,8892,266340,11.5,99.7,1830023
09-01-2025,2025-01,10271,108508,12,97.1,1532789
10-01-2025,2025-01,8224,87972,4.8,92,1365842
11-01-2025,2025-01,8563,232384,10,95.6,1114939
12-01-2025,2025-01,10546,130259,12,93,1189999
13-01-2025,2025-01,7831,145074,11.8,95.9,1124017
14-01-2025,2025-01,9190,201449,11,103.3,1479920
15-01-2025,2025-01,7679,162188,11.9,93.3,1645854
16-01-2025,2025-01,10765,157241,9.9,90.1,1369121
17-01-2025,2025-01,7486,152302,7.2,102.2,1644645
18-01-2025,2025-01,10623,198013,8.4,94.3,1232405
19-01-2025,2025-01,11125,207389,6.3,91.7,1403755
20-01-2025,2025-01,8701,93661,0.5,95.7,1576441
21-01-2025,2025-01,11306,280356,9,91.4,1793144
22-01-2025,2025-01,10952,137270,11.2,92.1,1500169
23-01-2025,2025-01,9179,203914,1.3,102.4,1795916
24-01-2025,2025-01,7558,257459,8.4,98.2,1394309
25-01-2025,2025-01,8113,197125,1.4,103.4,1585582
26-01-2025,2025-01,10230,287875,8.5,90.2,1715338
27-01-2025,2025-01,11233,255997,2.1,102.7,1364217
28-01-2025,2025-01,10422,147173,12,98.8,1393917
29-01-2025,2025-01,7264,196115,11.8,97.9,1000000
30-01-2025,2025-01,8182,93276,9.9,103.1,1219010
31-01-2025,2025-01,11188,278355,3.8,102.4,1547505
01-02-2025,2025-02,10470,138030,9.6,104.1,1644336
02-02-2025,2025-02,8090,115822,8.3,95.6,1006056
03-02-2025,2025-02,9655,175858,5.3,93,1531229
04-02-2025,2025-02,9740,101694,11.6,103.9,1665509
05-02-2025,2025-02,10584,271711,8.1,104.9,1801773
06-02-2025,2025-02,8104,267328,10.5,103.3,1798316
07-02-2025,2025-02,9526,243215,5,99.8,1900000
08-02-2025,2025-02,11009,155822,2.9,97.1,1614348
09-02-2025,2025-02,9277,281754,8.4,100.2,1848079
10-02-2025,2025-02,11335,253645,10.3,92.3,1464853
11-02-2025,2025-02,7632,213810,3.7,90.8,1703335
12-02-2025,2025-02,8616,103045,0.6,100,1139719
13-02-2025,2025-02,8249,159675,9.4,96.6,1179750
14-02-2025,2025-02,10251,88162,5.4,95.5,1000000
15-02-2025,2025-02,9802,264649,7.1,99.7,1562062
16-02-2025,2025-02,10720,121201,4.7,103.6,1098057
17-02-2025,2025-02,8025,103668,1.9,97.2,1200337
18-02-2025,2025-02,10854,264015,1.6,96.1,1458137
19-02-2025,2025-02,11153,291478,1,96.4,1900000
20-02-2025,2025-02,7631,240595,8.6,96.1,1472996
21-02-2025,2025-02,8316,231671,1.5,98.9,1838485
22-02-2025,2025-02,8363,290313,11.4,94.4,1430831
23-02-2025,2025-02,9803,149344,1.8,94.4,1789446
24-02-2025,2025-02,9369,291738,5.7,102.9,1900000
25-02-2025,2025-02,11302,212050,9.9,90.3,1723136
26-02-2025,2025-02,7896,221693,2,98.2,1199816
27-02-2025,2025-02,8735,282277,6.7,92.8,1900000
28-02-2025,2025-02,7574,131728,8.4,102.3,1439054
01-03-2025,2025-03,8446,116408,10.3,98.2,1374689
02-03-2025,2025-03,7725,204335,8.4,97.4,1062196
03-03-2025,2025-03,10500,214317,2.7,92.3,1642492
04-03-2025,2025-03,11399,281124,7.2,92.6,1491701
05-03-2025,2025-03,9997,249013,1.2,98.6,1755053
06-03-2025,2025-03,7254,91674,0.1,94.3,1361250
07-03-2025,2025-03,7520,151686,4.5,92.2,1607016
08-03-2025,2025-03,9083,111457,11.6,101.6,1229987
09-03-2025,2025-03,11009,231708,11.7,99.7,1640917
10-03-2025,2025-03,7872,254730,5.3,96.6,1675984
11-03-2025,2025-03,9842,124730,11.4,93.2,1168271
12-03-2025,2025-03,7216,264938,2,101.6,1612659
13-03-2025,2025-03,8954,87591,6.9,92.9,1000000
14-03-2025,2025-03,8463,151370,8.1,99,1000000
15-03-2025,2025-03,10537,140550,9,97.9,1533129
16-03-2025,2025-03,11346,152066,6.6,94.9,1130169
17-03-2025,2025-03,10399,212218,3.7,99.6,1900000
18-03-2025,2025-03,7910,244422,10.6,99.4,1750410
19-03-2025,2025-03,8010,139414,8.9,101.2,1236986
20-03-2025,2025-03,8842,230249,11.8,102.2,1437628
21-03-2025,2025-03,10099,213219,11.6,96.8,1244218
22-03-2025,2025-03,9532,249623,11,100.2,1608693
23-03-2025,2025-03,8726,80714,11.5,98.6,1000000
24-03-2025,2025-03,8061,103195,8.2,95.8,1000000
25-03-2025,2025-03,9701,228437,10.7,90.9,1734113
26-03-2025,2025-03,8561,295906,0.2,98.1,1571393
27-03-2025,2025-03,11290,130992,4.9,100.4,1515405
28-03-2025,2025-03,9346,98795,3.7,104,1000000
29-03-2025,2025-03,9749,299122,8.9,91.8,1419026
30-03-2025,2025-03,10827,199560,9.4,95.8,1510486
31-03-2025,2025-03,8178,227570,5.9,95.1,1292930
01-04-2025,2025-04,9902,200719,10,99,1688500
02-04-2025,2025-04,9631,263541,11.7,95.7,1900000
03-04-2025,2025-04,9350,252679,3.9,97.9,1900000
04-04-2025,2025-04,9436,271200,0.6,103.2,1598121
05-04-2025,2025-04,11384,129375,4,94.2,1694077
06-04-2025,2025-04,9382,90866,1.7,94.1,1000000
07-04-2025,2025-04,10593,201569,3.8,100.8,1817739
08-04-2025,2025-04,11218,191603,8.5,94.1,1453914
09-04-2025,2025-04,11418,130785,2.6,95,1000000
10-04-2025,2025-04,11422,194513,9,94,1234857
11-04-2025,2025-04,9778,124332,11.5,92.4,1520563
12-04-2025,2025-04,10661,116393,3.3,97.2,1390810
13-04-2025,2025-04,11314,217342,0.8,102.2,1255759
14-04-2025,2025-04,9589,266727,8.7,96.8,1425630
15-04-2025,2025-04,8450,103118,0.4,99.9,1148800
16-04-2025,2025-04,9672,201692,1.1,95.2,1173554
17-04-2025,2025-04,9991,83694,5.5,104.3,1318024
18-04-2025,2025-04,9779,265943,11.8,94.3,1900000
19-04-2025,2025-04,8422,243674,8.4,92.3,1795224
20-04-2025,2025-04,10649,197588,8.2,91,1418034
21-04-2025,2025-04,8554,255904,7.1,101.5,1367972
22-04-2025,2025-04,10461,161584,11.4,96.1,1276477
23-04-2025,2025-04,9924,111141,9.2,99.8,1278569
24-04-2025,2025-04,9356,182269,11.5,93,1698472
25-04-2025,2025-04,7499,82686,4.1,100,1274336
26-04-2025,2025-04,9265,248592,3.5,91.3,1900000
27-04-2025,2025-04,9394,118783,8,93.8,1000000
28-04-2025,2025-04,7498,179336,6,98.1,1570714
29-04-2025,2025-04,8652,103371,7.5,90.3,1000000
30-04-2025,2025-04,9339,136840,6.2,96.7,1405542
01-05-2025,2025-05,7346,173759,11.6,97.5,1444142
02-05-2025,2025-05,10666,100429,6.3,101.6,1375158
03-05-2025,2025-05,10132,220557,7.8,102.1,1216100
04-05-2025,2025-05,9427,119638,11.9,99.1,1224824
05-05-2025,2025-05,8812,213557,11.2,101.4,1509744
06-05-2025,2025-05,8939,205866,9.1,94.3,1633674
07-05-2025,2025-05,11296,294158,5.3,104,1576840
08-05-2025,2025-05,8407,115746,4,101.2,1000000
09-05-2025,2025-05,7742,241448,10.9,91.7,1511759
10-05-2025,2025-05,11094,158160,6.7,95.5,1738495
11-05-2025,2025-05,9315,249683,4.8,101.8,1900000
12-05-2025,2025-05,11266,298094,7.6,91.3,1807159
13-05-2025,2025-05,9549,89662,3.8,99.5,1000000
14-05-2025,2025-05,7283,153411,1.3,102.4,1691538
15-05-2025,2025-05,9404,213518,6.5,101.8,1422735
16-05-2025,2025-05,10846,286624,3.3,101.2,1650686
17-05-2025,2025-05,7685,235128,8.2,104,1233023
18-05-2025,2025-05,10485,203910,10.3,103.7,1382597
19-05-2025,2025-05,9953,89256,11.1,100,1081685
20-05-2025,2025-05,8220,159444,4.7,94.1,1493150
21-05-2025,2025-05,8954,218346,2.9,100.5,1900000
22-05-2025,2025-05,10423,122569,1.4,94.4,1110758
23-05-2025,2025-05,10671,236346,6.1,90.1,1900000
24-05-2025,2025-05,8858,252766,7.4,102.1,1627382
25-05-2025,2025-05,7934,255302,10.9,103.2,1099511
26-05-2025,2025-05,10357,268849,10,101.2,1771391
27-05-2025,2025-05,9357,220765,0.5,91.1,1443119
28-05-2025,2025-05,8752,294145,7.3,104.1,1412427
29-05-2025,2025-05,10121,136416,8.5,104.8,1129196
30-05-2025,2025-05,9244,290670,6.8,90.4,1674016
31-05-2025,2025-05,10593,288879,10.2,96.5,1900000
01-06-2025,2025-06,7887,209759,1.7,102.8,1534639
02-06-2025,2025-06,9038,98372,6,97,1652265
03-06-2025,2025-06,11044,156325,5.3,91.7,1718442
04-06-2025,2025-06,8929,133705,6.3,104.3,1465107
05-06-2025,2025-06,8132,114550,7.1,91.1,1000000
06-06-2025,2025-06,8068,267592,3.5,95.4,1380162
07-06-2025,2025-06,7612,206423,1.6,104,1351326
08-06-2025,2025-06,9470,140496,3.8,96.3,1240685
09-06-2025,2025-06,8404,95301,9.7,102.6,1563157
10-06-2025,2025-06,8665,94166,6.2,92.7,1000000
11-06-2025,2025-06,11314,84398,10.8,92.3,1262212
12-06-2025,2025-06,10831,111980,6.3,91.3,1573545
13-06-2025,2025-06,9452,280319,7,103.5,1652628
14-06-2025,2025-06,9829,208212,6.5,93.7,1403610
15-06-2025,2025-06,8317,287230,5,101.5,1552191
16-06-2025,2025-06,7697,142944,3.6,101.7,1521416
17-06-2025,2025-06,10467,190678,4.8,102.8,1603206
18-06-2025,2025-06,9974,177506,2.4,97.9,1476174
19-06-2025,2025-06,9089,130093,11.8,103.6,1108823
20-06-2025,2025-06,8341,123871,5.8,100.4,1180682
21-06-2025,2025-06,9227,94026,6.9,95,1348627
22-06-2025,2025-06,7694,219079,9.2,94.6,1695703
23-06-2025,2025-06,9105,297804,1.3,103.9,1900000
24-06-2025,2025-06,9146,83288,5.4,103.9,1000000
25-06-2025,2025-06,10927,120149,1.4,102,1022754
26-06-2025,2025-06,8221,111341,1.6,96.1,1500075
27-06-2025,2025-06,10293,149347,6.4,93.7,1000000
28-06-2025,2025-06,8158,185653,11.4,95.7,1749066
